date,CBBTCUSD,CBETHUSD,DBAA,DCOILWTICO,OVXCLS,SP500,T10YIE,VIXCLS
2017-10-03,4307.99,292.36,4.33,50.44,27.95,2534.58,1.84,9.51
2017-10-04,4214.84,292.0,4.34,50.0,27.04,2537.74,1.85,9.63
2017-10-05,4320.04,294.89,4.35,50.79,26.45,2552.07,1.86,9.19
2017-10-06,4362.99,307.73,4.35,49.34,27.59,2549.33,1.87,9.65
2017-10-10,4750.0,297.99,4.32,50.93,26.54,2550.64,1.88,10.08
2017-10-11,4814.99,302.0,4.32,51.3,26.43,2555.24,1.89,9.85
2017-10-12,5440.0,302.12,4.3,50.61,25.85,2550.93,1.89,9.91
2017-10-13,5624.8,335.89,4.25,51.43,25.73,2553.17,1.85,9.61
2017-10-16,5754.9,334.36,4.27,51.86,26.32,2557.64,1.84,9.91
2017-10-17,5594.0,316.37,4.25,51.87,25.87,2559.36,1.82,10.31
2017-10-18,5574.44,313.59,4.29,52.05,26.41,2561.26,1.84,10.07
2017-10-19,5704.01,308.02,4.27,51.29,26.3,2562.1,1.84,10.05
2017-10-20,5989.1,303.15,4.33,51.63,24.51,2575.21,1.87,9.97
2017-10-23,5905.99,285.83,4.32,51.91,25.08,2564.98,1.86,11.07
2017-10-24,5525.43,296.99,4.34,52.32,25.6,2569.13,1.87,11.16
2017-10-25,5739.97,296.76,4.37,51.97,25.44,2557.15,1.88,11.23
2017-10-26,5891.61,295.98,4.37,52.41,25.22,2560.4,1.89,11.3
2017-10-27,5780.0,297.59,4.35,53.92,25.18,2581.07,1.88,9.8
2017-10-30,6124.16,306.87,4.29,54.11,25.33,2572.83,1.87,10.5
2017-10-31,6445.01,303.51,4.29,54.36,25.31,2575.26,1.88,10.18
2017-11-01,6783.69,290.82,4.29,54.32,25.65,2579.36,1.88,10.2
2017-11-02,7039.98,285.4,4.26,54.55,25.65,2579.85,1.87,9.93
2017-11-03,7170.01,306.0,4.25,55.63,24.82,2587.84,1.86,9.14
2017-11-06,6969.76,297.32,4.24,57.34,26.85,2591.13,1.86,9.4
2017-11-07,7126.63,292.42,4.22,57.19,28.75,2590.64,1.88,9.89
2017-11-08,7467.96,307.91,4.24,56.82,27.99,2594.38,1.87,9.78
2017-11-09,7156.0,320.72,4.26,57.16,28.37,2584.62,1.87,10.5
2017-11-13,6535.87,315.56,4.33,56.77,30.22,2584.84,1.88,11.5
2017-11-14,6605.0,335.04,4.31,55.67,30.08,2578.87,1.87,11.59
2017-11-15,7294.0,331.81,4.28,55.28,29.84,2564.62,1.85,13.13
2017-11-16,7838.53,330.21,4.29,55.14,28.42,2585.64,1.84,11.76
2017-11-17,7714.71,332.31,4.28,56.21,26.96,2578.85,1.86,11.43
2017-11-20,8256.01,368.24,4.28,56.21,27.18,2582.14,1.85,10.65
2017-11-21,8109.0,361.51,4.24,56.84,26.64,2599.03,1.84,9.73
2017-11-22,8250.0,381.73,4.23,57.88,26.83,2597.08,1.84,9.88
2017-11-24,8215.01,470.98,4.24,58.94,26.88,2602.42,1.84,9.67
2017-11-27,9768.71,477.53,4.25,58.1,28.36,2601.42,1.83,9.87
2017-11-28,9949.0,468.52,4.25,57.96,28.13,2627.04,1.84,10.03
2017-11-29,9935.98,434.01,4.29,57.25,28.02,2626.07,1.84,10.7
2017-11-30,9903.0,434.0,4.3,57.4,25.95,2647.58,1.86,11.28
2017-12-01,10869.84,463.82,4.24,58.35,23.73,2642.22,1.86,11.43
2017-12-04,11643.98,468.22,4.24,57.48,23.68,2639.44,1.87,11.68
2017-12-05,11718.35,457.3,4.2,57.66,23.13,2629.57,1.86,11.33
2017-12-06,14090.0,432.49,4.19,55.79,23.13,2629.27,1.86,11.02
2017-12-07,17390.01,433.28,4.25,56.5,23.13,2636.98,1.87,10.16
2017-12-08,16367.03,463.45,4.25,57.15,23.85,2651.5,1.88,9.58
2017-12-11,16885.76,518.0,4.24,57.84,22.96,2659.99,1.88,9.34
2017-12-12,17730.12,686.82,4.24,57.12,22.84,2664.11,1.89,9.92
2017-12-13,16689.61,711.94,4.19,56.59,23.49,2662.85,1.88,10.18
2017-12-14,16749.78,705.01,4.17,57.0,23.0,2652.01,1.87,10.49
2017-12-15,17738.67,693.5,4.15,57.29,21.25,2675.81,1.88,9.42
2017-12-18,19039.01,785.65,4.2,57.17,18.43,2690.16,1.89,9.53
2017-12-19,17838.73,826.65,4.27,57.49,18.88,2681.47,1.91,10.03
2017-12-20,16496.89,802.86,4.31,58.09,19.46,2679.25,1.92,9.72
2017-12-21,15758.8,796.98,4.27,58.34,17.86,2684.57,1.93,9.62
2017-12-22,14210.57,682.11,4.27,58.25,19.26,2683.34,1.94,9.9
2017-12-26,15790.88,755.07,4.25,59.55,20.99,2680.5,1.94,10.25
2017-12-27,15367.08,739.99,4.18,59.67,20.64,2682.62,1.94,10.47
